"統計名：","住民基本台帳人口移動報告 年報（年齢別）2010年～2019年"
"表番号：","1-3"
"表題：","年齢（５歳階級），男女別転入超過数－全国，都道府県，３大都市圏（東京圏，名古屋圏，大阪圏），大都市（東京都特別区部及び政令指定都市）　（2010年～2019年）"
"実施年月：","-","-"
"市区町村時点（年月日）：","-"

"***","調査していないため該当数値がないもの"
"-","定義上該当数値がないもの"

"","","","","","","","","","","","","","","","/年齢 コード","000","201","202","203","204","205","206","207","208","209","210","211","212","213","214","215","216","217","218","402"
"","","","","","","","","","","","","","","","/年齢 補助コード","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"表章項目 コード","表章項目 補助コード","表章項目","性別 コード","性別 補助コード","性別","国籍 コード","国籍 補助コード","国籍","時間軸（年次） コード","時間軸（年次） 補助コード","時間軸（年次）","地域 コード","地域 補助コード","地域","/年齢","総数","0～4歳","5～9歳","10～14歳","15～19歳","20～24歳","25～29歳","30～34歳","35～39歳","40～44歳","45～49歳","50～54歳","55～59歳","60～64歳","65～69歳","70～74歳","75～79歳","80～84歳","85～89歳","90歳以上"
"04","","転入超過数【人】","0","","総数","60000","","移動者","2019000000","","2019年","13100","","東京都特別区部","","64,176","-6,676","-916","472","8,179","53,844","23,342","2,361","-1,316","-926","-11","-1,037","-1,644","-2,701","-2,427","-1,863","-1,391","-1,246","-1,004","-864"
"04","","転入超過数【人】","0","","総数","60000","","移動者","2019000000","","2019年","14100","","横浜市","","10,306","-468","23","121","1,834","7,308","1,910","118","183","43","72","5","-500","-545","-352","-109","102","271","204","86"
"04","","転入超過数【人】","0","","総数","60000","","移動者","2019000000","","2019年","14130","","川崎市","","10,618","-1,091","-406","-74","1,518","8,264","3,289","613","-392","-216","-218","-140","-290","-376","-236","-42","53","82","123","156"
"04","","転入超過数【人】","0","","総数","60000","","移動者","2019000000","","2019年","14150","","相模原市","","1,230","-3","-44","10","509","626","-171","-218","48","74","-39","5","-44","-20","-9","117","103","101","103","82"
"04","","転入超過数【人】","0","","総数","60000","","移動者","2019000000","","2019年","15100","","新潟市","","-477","72","25","-9","16","-861","-70","18","106","39","-6","-27","5","42","40","6","26","44","34","23"
"04","","転入超過数【人】","0","","総数","60000","","移動者","2019000000","","2019年","22100","","静岡市","","-1,136","-118","-66","-15","-78","-278","-282","-1","-186","-94","-53","35","-19","-12","17","-6","27","-6","-2","1"
"04","","転入超過数【人】","0","","総数","60000","","移動者","2019000000","","2019年","22130","","浜松市","","-1,477","-14","-72","-12","-573","-422","-284","-143","-64","-4","-25","2","0","44","-1","14","21","11","39","6"
"04","","転入超過数【人】","0","","総数","60000","","移動者","2019000000","","2019年","23100","","名古屋市","","3,415","-1,126","-446","-94","326","4,900","816","-746","-348","-55","-48","-72","-151","-23","68","99","101","78","58","74"
"04","","転入超過数【人】","0","","総数","60000","","移動者","2019000000","","2019年","26100","","京都市","","-338","-640","-76","49","1,865","1,164","-1,520","-978","-488","-102","140","182","-13","38","37","21","-44","15","27","-14"
"04","","転入超過数【人】","0","","総数","60000","","移動者","2019000000","","2019年","27100","","大阪市","","13,762","-2,873","-480","73","1,539","11,170","3,979","-1,030","-564","206","552","560","311","81","65","116","186","78","-106","-102"
"04","","転入超過数【人】","0","","総数","60000","","移動者","2019000000","","2019年","27140","","堺市","","-751","-247","-11","22","111","-48","13","-52","-124","-94","-36","-129","-63","-46","-43","-23","-56","26","10","39"
"04","","転入超過数【人】","0","","総数","60000","","移動者","2019000000","","2019年","28100","","神戸市","","-831","-7","108","-15","184","100","-1,069","-276","-159","39","65","12","73","125","21","-22","-5","-15","-27","37"
"04","","転入超過数【人】","0","","総数","60000","","移動者","2019000000","","2019年","33100","","岡山市","","-1,989","-252","-56","-59","-277","-642","-454","-234","-29","-22","-1","-52","-52","5","6","25","1","9","51","44"
"04","","転入超過数【人】","0","","総数","60000","","移動者","2019000000","","2019年","34100","","広島市","","-1,220","-222","-109","-34","100","-270","-243","-227","-107","-137","-41","-30","-96","-75","-63","-10","42","98","103","100"
"04","","転入超過数【人】","0","","総数","60000","","移動者","2019000000","","2019年","40100","","北九州市","","-2,305","-161","-39","-41","677","-1,278","-1,008","-270","-59","24","-47","27","41","88","2","-10","-22","-116","-67","-46"
"04","","転入超過数【人】","0","","総数","60000","","移動者","2019000000","","2019年","40130","","福岡市","","8,191","-587","22","168","1,893","4,511","448","-201","109","255","289","124","195","-7","75","133","240","168","211","145"
